year	quarter	002017DebtCapc	002017OperCapc	002017DeveCapc	002017EarnCapc	600680DebtCapc	600680OperCapc	600680DeveCapc	600680EarnCapc	CPI	RMB.US.Spot.rate	shorterm.interest.rate	M2.growth	GDP.growth	IVA.growth	financial.crisis
2008	3	-1.3639836	1.8699255	0.65766539	-0.075238489	-0.7465927	-60.05609	-5.1288175	-0.16011766	7.33	6.84	6.45 	15.80 	9	12.97	1
2008	4	-3.330967	4.6551843	-0.43995625	-0.099367854	5.1449084	-59.38376	15.2325089	1.08632796	6.3	6.84	5.31 	15.83 	6.8	6.43	1
2009	1	-2.2517799	-3.6407934	-3.48358906	0.067209127	1.7017431	-60.88738	-3.9501639	0.02992468	0.03	6.84	4.86 	21.52 	6.1	5.46	1
2009	2	14.1683293	-1.2461164	0.84970029	0.003728386	1.303313	-60.61801	-3.4681889	0.0883417	-0.93	6.83	4.86 	26.67 	7.9	8.97	0
2009	3	69.1351984	0.5869488	0.23970622	-0.026949845	1.4148752	-60.26982	-2.6436298	0.16190438	-1.17	6.83	4.86 	28.71 	8.9	12.33	0
2009	4	-35.6125904	2.992778	-2.18008597	-0.041969158	-1.5287257	-59.75958	-9.5983649	-0.24410555	-0.9	6.83	4.86 	29.17 	10.7	17.93	0
2010	1	32.6051186	-3.9037038	-1.948897	0.064954275	2.7355662	-60.78536	-5.4696025	0.09070869	1.93	6.83	4.86 	24.66 	11.9	20.03	0
2010	2	5.1325084	-2.0172743	0.84547633	-0.000342909	1.9583524	-60.31728	-3.0711037	0.23953406	2.5	6.82	4.86 	20.28 	10.3	16	0
2010	3	-92.9593824	-0.5287261	0.05778908	-0.018788731	3.4935253	-60.0695	-1.1463234	0.6009777	2.8	6.77	4.86 	18.60 	9.6	13.53	0
2010	4	-136.3489954	2.5627522	-0.80290166	-0.054274487	6.4491888	-59.67612	-0.8473453	1.36569089	3.17	6.65	5.18 	19.23 	9.8	13.3	0
2011	1	2.2181384	-3.4709445	-16.8952769	0.029786968	1.1731447	-60.56623	-3.8524493	0.03081962	4.93	6.58	5.52 	16.56 	9.7	14.33	0
2011	2	-0.1529626	-2.1286386	0.60516913	0.006605121	-1.1356995	-59.88023	-5.7853314	-0.16681177	5.23	6.5	5.85 	15.44 	9.5	13.93	0
2011	3	-4.7695709	-0.7279462	-0.01334243	0.001493881	-1.0210349	-59.32621	-4.0164571	-0.18595598	5.6	6.42	6.10 	13.76 	9.1	13.77	0
2011	4	-5.4337519	2.3337699	4.08382655	-0.030233039	-1.1994634	-58.91428	6.0984944	-0.32141112	5.5	6.36	6.10 	16.76 	8.9	12.8	0
2012	1	3.8050346	-3.9824984	6.70970928	0.084197648	0.9411299	-60.5778	-4.7948614	0.0205687	4.07	6.31	6.10 	17.53 	8.1	12	0
2012	2	-5.3366172	-1.9651752	-0.28844479	0.061503139	-1.1985649	-59.7467	-5.8859725	-0.17433776	3.5	6.33	6.02 	17.95 	7.6	9.47	0
2012	3	-4.8724969	-0.5134689	1.32874585	0.043786187	-0.8834153	-59.15582	-4.1437922	-0.16962783	2.93	6.35	5.60 	19.07 	7.4	9.1	0
2012	4	-4.8089594	2.598781	-4.49467296	-0.021156338	2.3290449	-58.08892	237.5376562	1.04761746	2.67	6.24	5.60 	14.49 	7.9	10	0
2013	1	14.0172468	-3.9705845	-0.20800598	0.088734824	-1.156372	-60.25707	-4.1362201	-0.16541421	2.36	6.22	5.60 	15.58 	7.7	9.6	0
2013	2	-5.7161636	-2.0533858	11.4023805	0.083602319	-1.2758963	-58.96065	-5.292541	-0.21818171	2.4	6.15	5.60 	15.27 	7.5	9.13	0
2013	3	-6.0180636	-0.2253404	-0.0195982	0.074629866	-0.9350556	-57.29453	-4.409252	-0.19147614	2.48	6.13	5.60 	14.46 	7.8	10.1	0
2013	4	-4.9173184	3.0917553	-10.14504262	-0.029335686	-1.0819562	-55.21884	-7.3877036	-0.26847183	2.62	6.09	5.60 	14.03 	7.7	10	0
2014	1	-10.7072197	-3.9472451	-0.20355953	0.087270524	-1.0379756	-59.86306	-3.81997	-0.13505804	2.33	6.1	5.60 	12.87 	7.4	8.7	0
2014	2	-17.9791942	-1.9605297	-5.22171729	0.043657885	-0.7487017	-58.32737	-4.2497406	-0.12555056	2.22	6.23	5.60 	13.79 	7.5	8.9	0
2014	3	0.6031715	0.0105931	0.34476595	-0.003119632	-0.3603756	-57.39466	6.1645437	-0.05811157	2.21	6.17	5.60 	12.63 	7.3	7.97	0
2014	4	-1.5914222	3.8799271	0.16116225	-0.124011634	-0.8694979	-52.50805	-6.3489013	-0.18302392	2.04	6.15	5.60 	11.68 	7.3	7.6	0
2015	1	61.4711598	-3.8170154	0.94403583	0.079503583	0.2926702	-59.05505	-4.8136163	-0.04666417	1.02	6.24	5.52 	10.52 	7	6.27	0
2015	2	4.0184737	-1.854627	2.85120204	-0.005804488	-0.7397929	-55.20667	-5.5860926	-0.12197752	1.27	6.2	5.10 	10.13 	7	6.27	0
2015	3	-0.6762584	0.4500751	0.67539902	-0.079771102	0.3991677	-53.01466	-8.1550344	0.12160155	1.39	6.3	4.68 	13.25 	6.9	5.93	0
2015	4	-1.6288864	6.0010144	0.25786243	-0.185014933	1.6818133	2530.21525	-1.0872343	0.69422227	1.43	6.4	4.35 	13.50 	6.8	5.9	0
