year	quarter	002017DebtCapc	002017OperCapc	002017DeveCapc	002017EarnCapc	600776DebtCapc	600776OperCapc	600776DeveCapc	600776EarnCapc	CPI	RMB.US.Spot.rate	shorterm.interest.rate	M2.growth	GDP.growth	IVA.growth	financial.crisis
2010	3	-92.9593824	-0.5287261	0.05778908	-0.018788731	14.7528431	-4.128828	-1.3966544	-0.013716214	2.8	6.77	4.86 	18.60 	9.6	13.53	0
2010	4	-136.3489954	2.5627522	-0.80290166	-0.054274487	26.3400147	2.765188	-3.4140956	0.205587921	3.17	6.65	5.18 	19.23 	9.8	13.3	0
2011	1	2.2181384	-3.4709445	-16.8952769	0.029786968	15.5314477	-11.139468	-3.2534942	-0.09137235	4.93	6.58	5.52 	16.56 	9.7	14.33	0
2011	2	-0.1529626	-2.1286386	0.60516913	0.006605121	17.8298431	-5.991922	-0.4111853	0.05915661	5.23	6.5	5.85 	15.44 	9.5	13.93	0
2011	3	-4.7695709	-0.7279462	-0.01334243	0.001493881	15.2195497	0.25925	-1.9360193	0.11117323	5.6	6.42	6.10 	13.76 	9.1	13.77	0
2011	4	-5.4337519	2.3337699	4.08382655	-0.030233039	15.2834548	6.004421	4.1621571	0.371386967	5.5	6.36	6.10 	16.76 	8.9	12.8	0
2012	1	3.8050346	-3.9824984	6.70970928	0.084197648	11.2214754	-11.228902	-1.8199056	-0.08796036	4.07	6.31	6.10 	17.53 	8.1	12	0
2012	2	-5.3366172	-1.9651752	-0.28844479	0.061503139	11.8393574	-7.187143	-1.211699	0.007300551	3.5	6.33	6.02 	17.95 	7.6	9.47	0
2012	3	-4.8724969	-0.5134689	1.32874585	0.043786187	11.1902626	-3.947548	-1.2492918	0.087461458	2.93	6.35	5.60 	19.07 	7.4	9.1	0
2012	4	-4.8089594	2.598781	-4.49467296	-0.021156338	13.991964	3.726888	2.1699117	0.424474477	2.67	6.24	5.60 	14.49 	7.9	10	0
2013	1	14.0172468	-3.9705845	-0.20800598	0.088734824	11.4095563	-11.27487	-1.6020637	-0.051399502	2.36	6.22	5.60 	15.58 	7.7	9.6	0
2013	2	-5.7161636	-2.0533858	11.4023805	0.083602319	12.2673402	-4.666363	-1.7373585	0.153054775	2.4	6.15	5.60 	15.27 	7.5	9.13	0
2013	3	-6.0180636	-0.2253404	-0.0195982	0.074629866	10.8851656	-1.883657	-1.189195	0.226278144	2.48	6.13	5.60 	14.46 	7.8	10.1	0
2013	4	-4.9173184	3.0917553	-10.14504262	-0.029335686	13.4575763	2.620627	1.993486	0.598691184	2.62	6.09	5.60 	14.03 	7.7	10	0
2014	1	-10.7072197	-3.9472451	-0.20355953	0.087270524	10.7419919	-11.08068	-1.9725612	-0.107721498	2.33	6.1	5.60 	12.87 	7.4	8.7	0
2014	2	-17.9791942	-1.9605297	-5.22171729	0.043657885	16.4790424	-5.687507	0.3840344	0.0663482	2.22	6.23	5.60 	13.79 	7.5	8.9	0
2014	3	0.6031715	0.0105931	0.34476595	-0.003119632	15.4051216	-1.05428	-1.2292123	0.232063454	2.21	6.17	5.60 	12.63 	7.3	7.97	0
2014	4	-1.5914222	3.8799271	0.16116225	-0.124011634	17.4435456	3.544882	-0.5996031	0.566403787	2.04	6.15	5.60 	11.68 	7.3	7.6	0
2015	1	61.4711598	-3.8170154	0.94403583	0.079503583	10.330692	-11.366103	-1.8711361	-0.090915895	1.02	6.24	5.52 	10.52 	7	6.27	0
2015	2	4.0184737	-1.854627	2.85120204	-0.005804488	14.1420846	-5.151354	1.5737384	0.126715187	1.27	6.2	5.10 	10.13 	7	6.27	0
2015	3	-0.6762584	0.4500751	0.67539902	-0.079771102	13.903129	-2.877815	-1.8620954	0.222491454	1.39	6.3	4.68 	13.25 	6.9	5.93	0
2015	4	-1.6288864	6.0010144	0.25786243	-0.185014933	13.6217872	2.528578	1.7461755	0.573548442	1.43	6.4	4.35 	13.50 	6.8	5.9	0
