Date,Open,High,Low,Close,Volume,Adj Close
2007-11-13,15148.16,15235.56,14988.77,15126.63,151000,15126.63,
2007-11-12,15377.37,15386.8,14998.51,15197.09,158600,15197.09,
2007-11-09,15675.48,15834.97,15566.12,15583.42,160400,15583.42,
2007-11-08,15889.03,15891.23,15626.06,15771.57,161200,15771.57,
2007-11-07,16325.18,16326.58,16081.03,16096.68,136000,16096.68,
2007-11-06,16152.58,16353.93,16144.4,16249.63,138800,16249.63,
2007-11-05,16458.14,16458.14,16211.79,16268.92,142800,16268.92,
2007-11-02,16647.4,16654.73,16484.54,16517.48,148200,16517.48,
2007-11-01,16812.9,16887.04,16795.55,16870.4,145000,16870.4,
2007-10-31,16620.59,16738.98,16552.54,16737.63,144800,16737.63,
2007-10-30,16655.31,16682.87,16492.56,16651.01,149200,16651.01,
2007-10-29,16613.3,16774.18,16613.3,16698.08,122000,16698.08,
2007-10-26,16358.61,16505.63,16348.86,16505.63,110200,16505.63,
2007-10-25,16368.02,16438.57,16199.02,16284.17,111600,16284.17,
2007-10-24,16518,16578.59,16330.33,16358.39,109200,16358.39,
2007-10-23,16486.71,16554.91,16416.92,16450.58,90400,16450.58,
2007-10-22,16563.57,16563.57,16264.7,16438.47,122000,16438.47,
2007-10-19,16965,16965,16711.57,16814.37,111600,16814.37,
2007-10-18,16974.69,17147.73,16974.69,17106.09,113800,17106.09,
2007-10-17,17114.2,17114.2,16795.74,16955.31,150600,16955.31,
2007-10-16,17267.07,17283.05,17104.2,17137.92,114400,17137.92,
2007-10-15,17399.67,17430.09,17292.13,17358.15,97000,17358.15,
2007-10-12,17417.94,17441.75,17280.6,17331.17,127000,17331.17,
2007-10-11,17188.81,17488.97,17154.75,17458.98,133000,17458.98,
2007-10-10,17231.14,17254.52,17146.39,17177.89,101800,17177.89,
2007-10-09,17166.17,17237.4,17133.52,17159.9,104600,17159.9,
2007-10-05,17070.61,17144.35,17032.75,17065.04,97200,17065.04,
2007-10-04,17085.32,17160.47,17043.76,17092.49,129200,17092.49,
2007-10-03,17066.14,17205.42,17017.77,17199.89,148200,17199.89,
2007-10-02,17027.92,17072.67,16986.38,17046.78,136000,17046.78,
2007-10-01,16773.1,16899.84,16685.8,16845.96,108600,16845.96,
2007-09-28,16903.64,16929.26,16755.21,16785.69,111600,16785.69,
2007-09-27,16551.94,16868.94,16551.94,16832.22,126800,16832.22,
2007-09-26,16388.51,16457.72,16388.51,16435.74,103800,16435.74,
2007-09-25,16317.19,16434.8,16240.26,16401.73,118000,16401.73,
2007-09-21,16284.43,16353.97,16245.94,16312.61,123000,16312.61,
2007-09-20,16474.66,16491.45,16344.28,16413.79,120800,16413.79,
2007-09-19,16038.12,16386.17,16038.12,16381.54,112200,16381.54,
2007-09-18,16037.49,16037.49,15780.9,15801.8,101000,15801.8,
2007-09-14,15895.05,16142.08,15877.09,16127.42,173000,16127.42,
2007-09-13,15886.76,15931.09,15802.36,15821.19,101600,15821.19,
2007-09-12,15978.78,16032.26,15731.32,15797.6,111000,15797.6,
2007-09-11,15787.86,15940.38,15610.65,15877.67,111000,15877.67,
2007-09-10,15906.52,15906.52,15651.83,15764.97,115400,15764.97,
2007-09-07,16179.78,16230.58,16027.93,16122.16,101000,16122.16,
2007-09-06,16003.88,16257,15840.05,16257,141200,16257,
2007-09-05,16506.11,16553.22,16154.9,16158.45,114200,16158.45,
2007-09-04,16445.73,16511.64,16392.21,16420.47,86600,16420.47,
2007-09-03,16511.07,16575.97,16452.74,16524.93,96600,16524.93,
2007-08-31,16270.99,16569.09,16266.23,16569.09,119400,16569.09,
2007-08-30,16182.09,16269.66,16091.28,16153.82,97200,16153.82,
2007-08-29,16068.1,16068.1,15830.28,16012.83,112000,16012.83,
2007-08-28,16214.09,16343.28,16192.84,16287.49,83800,16287.49,
2007-08-27,16429.01,16504.72,16263.95,16301.39,91600,16301.39,
2007-08-24,16286.01,16329.96,16188.08,16248.97,102800,16248.97,
2007-08-23,16093.82,16333.36,16093.82,16316.32,118200,16316.32,
2007-08-22,15866.6,15957.96,15787.96,15900.64,106400,15900.64,
2007-08-21,15773.86,16101.64,15754.51,15901.34,132600,15901.34,
2007-08-20,15477.26,15940.61,15477.26,15732.48,146600,15732.48,
2007-08-17,16035.38,16062.59,15262.1,15273.68,196800,15273.68,
2007-08-16,16296.4,16296.4,15859.46,16148.49,177000,16148.49,
2007-08-15,16659.07,16667.36,16433.3,16475.61,131400,16475.61,
2007-08-14,16824.63,16855.05,16747.94,16844.61,115400,16844.61,
2007-08-13,16791.8,16948.4,16725.55,16800.05,148200,16800.05,
2007-08-10,16923.21,16948.96,16651.71,16764.09,213200,16764.09,
2007-08-09,17170.36,17274.33,17148.95,17170.6,218800,17170.6,
2007-08-08,16930.39,17085.1,16911.68,17029.28,165000,17029.28,
2007-08-07,17009.63,17049.45,16863.46,16921.77,135000,16921.77,
2007-08-06,16781.14,16951.98,16675.39,16914.46,130600,16914.46,
2007-08-03,17019.8,17102.07,16913.27,16979.86,137200,16979.86,
2007-08-02,16956.33,16999.16,16652.8,16984.11,158000,16984.11,
2007-08-01,17169.2,17169.2,16845.54,16870.98,161400,16870.98,
2007-07-31,17318.01,17318.01,17195.29,17248.89,146400,17248.89,
2007-07-30,17138.53,17289.3,17042.66,17289.3,154000,17289.3,
2007-07-27,17454.59,17454.59,17196.16,17283.81,160400,17283.81,
2007-07-26,17807.23,17861.47,17678.98,17702.09,125200,17702.09,
2007-07-25,17810.97,17881.31,17733.96,17858.42,135200,17858.42,
2007-07-24,17998.76,18018.94,17906.11,18002.03,127400,18002.03,
2007-07-23,17995.71,18009.47,17892.75,17963.64,147200,17963.64,
2007-07-20,18148.6,18223.04,18124.74,18157.93,176600,18157.93,
2007-07-19,18095.95,18131.12,18037.33,18116.57,127600,18116.57,
2007-07-18,18136.06,18136.06,17964.28,18015.58,136600,18015.58,
2007-07-17,18269.36,18269.36,18167.82,18217.27,123400,18217.27,
2007-07-13,18161.02,18268.64,18150.99,18238.95,126200,18238.95,
2007-07-12,18105.89,18130.44,17919.17,17984.14,125600,17984.14,
2007-07-11,18116.66,18116.66,18028.87,18049.51,120600,18049.51,
2007-07-10,18244.69,18259.81,18204.04,18252.67,118800,18252.67,
2007-07-09,18226.07,18282.15,18213.59,18261.98,101200,18261.98,
2007-07-06,18184.64,18184.64,18086.01,18140.94,100600,18140.94,
2007-07-05,18191.89,18295.27,18191.89,18221.48,88800,18221.48,
2007-07-04,18158.77,18207.97,18143.58,18168.72,80400,18168.72,
2007-07-03,18206.49,18230.89,18146.74,18149.9,104800,18149.9,
2007-07-02,18139.04,18175.3,18062.49,18146.3,108600,18146.3,
2007-06-29,18010.5,18144.63,17973.5,18138.36,106000,18138.36,
2007-06-28,17915.63,17960.22,17893.37,17932.27,100000,17932.27,
2007-06-27,17981.77,17983.35,17848.05,17849.28,114200,17849.28,
2007-06-26,18098.33,18101.89,18008.6,18066.11,100400,18066.11,
2007-06-25,18107.68,18203.56,18079.85,18087.48,114400,18087.48,
2007-06-22,18177.89,18200.11,18092.36,18188.63,125600,18188.63,
2007-06-21,18117.3,18287.73,18107.81,18240.3,137200,18240.3,
2007-06-20,18173.07,18297,18141.95,18211.68,141400,18211.68,
2007-06-19,18131.59,18163.61,18103.56,18163.61,112000,18163.61,
2007-06-18,18127.41,18194.26,18112.93,18149.52,120600,18149.52,
2007-06-15,17945.84,18007.99,17930.34,17971.49,123800,17971.49,
2007-06-14,17834.78,17875.02,17815.3,17842.29,106800,17842.29,
2007-06-13,17631.87,17781.41,17591.93,17732.77,119200,17732.77,
2007-06-12,17845.22,17862.99,17735.56,17760.91,117200,17760.91,
2007-06-11,17899.02,17932.1,17801.63,17834.48,119600,17834.48,
2007-06-08,17904.68,17904.68,17696.51,17779.09,223600,17779.09,
2007-06-07,17879.01,18053.38,17866.52,18053.38,152400,18053.38,
2007-06-06,18001.2,18073.05,17991.19,18040.93,140800,18040.93,
2007-06-05,18019.79,18071.72,17950.45,18053.81,126200,18053.81,
2007-06-04,18067.9,18071.8,17973.42,17973.42,166600,17973.42,
2007-06-01,17949.92,18017.73,17943.68,17958.88,158600,17958.88,
2007-05-31,17715.77,17875.75,17701.57,17875.75,134200,17875.75,
2007-05-30,17664.37,17727.17,17484.3,17588.26,125800,17588.26,
2007-05-29,17524.82,17700.52,17521.64,17672.56,108000,17672.56,
2007-05-28,17544.98,17630.37,17544.67,17587.59,94200,17587.59,
2007-05-25,17529.27,17529.27,17370.18,17481.21,117800,17481.21,
2007-05-24,17680.45,17760.57,17606.56,17696.97,116400,17696.97,
2007-05-23,17763.15,17802.71,17699.12,17705.12,130600,17705.12,
2007-05-22,17578.31,17730.84,17545.26,17680.05,127800,17680.05,
2007-05-21,17455.55,17599.35,17411.51,17556.87,118400,17556.87,
2007-05-18,17563.53,17563.53,17320.81,17399.58,114800,17399.58,
2007-05-17,17586.33,17656.07,17482.44,17498.6,117000,17498.6,
2007-05-16,17487,17539.95,17430.7,17529,141000,17529,
2007-05-15,17577.14,17609.55,17491.59,17512.98,136000,17512.98,
2007-05-14,17682.74,17786.65,17673.86,17677.94,151400,17677.94,
2007-05-11,17616.02,17616.02,17455.28,17553.72,157600,17553.72,
2007-05-10,17793.49,17827.48,17712.89,17736.96,165400,17736.96,
2007-05-09,17616.58,17753.33,17616.58,17748.12,167000,17748.12,
2007-05-08,17651.47,17711.67,17587.92,17656.84,152400,17656.84,
2007-05-07,17564.17,17715.99,17558.24,17669.83,149400,17669.83,
2007-05-02,17310.75,17441.1,17227.09,17394.92,113400,17394.92,
2007-05-01,17396.3,17396.3,17203.03,17274.98,120200,17274.98,
2007-04-27,17377.04,17542.25,17299.37,17400.41,153800,17400.41,
2007-04-26,17359.84,17496.11,17321.05,17429.17,130000,17429.17,
2007-04-25,17379.52,17379.52,17221.55,17236.16,115200,17236.16,
2007-04-24,17363.84,17500.34,17305.78,17451.77,116000,17451.77,
2007-04-23,17589.61,17656.55,17413.64,17455.37,123600,17455.37,
2007-04-20,17471.56,17502.02,17404.62,17452.62,123400,17452.62,
2007-04-19,17530,17530,17219.73,17371.97,142600,17371.97,
2007-04-18,17557.4,17706.85,17538.34,17667.33,120000,17667.33,
2007-04-17,17750.67,17782.08,17452.12,17527.45,125200,17527.45,
2007-04-16,17507.18,17696.87,17507.18,17628.3,112000,17628.3,
2007-04-13,17629.02,17662.89,17327.37,17363.95,134000,17363.95,
2007-04-12,17601.65,17601.65,17455.18,17540.42,122200,17540.42,
2007-04-11,17699.39,17723.39,17618.19,17670.07,113800,17670.07,
2007-04-10,17631.02,17706.92,17613.15,17664.69,131400,17664.69,
2007-04-09,17606.03,17747.82,17606.03,17743.76,124600,17743.76,
2007-04-06,17502.9,17560.3,17422.55,17484.78,121000,17484.78,
2007-04-05,17507.46,17531.3,17430.38,17491.42,132800,17491.42,
2007-04-04,17400.68,17576.51,17394.14,17544.09,150400,17544.09,
2007-04-03,17154.78,17279.73,17095.92,17244.05,152000,17244.05,
2007-04-02,17346.25,17425.74,16999.05,17028.41,154000,17028.41,
2007-03-30,17318.85,17380.8,17267.1,17287.65,115200,17287.65,
2007-03-29,17119.95,17350.88,17036.22,17263.94,144600,17263.94,
2007-03-28,17328.12,17442.62,17141.65,17254.73,153000,17254.73,
2007-03-27,17357.26,17516.89,17315.91,17365.05,125800,17365.05,
2007-03-26,17517.92,17558.04,17425,17521.96,91800,17521.96,
2007-03-23,17519.51,17534.77,17407.97,17480.61,128400,17480.61,
2007-03-22,17383.62,17489.19,17379.4,17419.2,146400,17419.2,
2007-03-20,17155.35,17267.74,17146.53,17163.2,129400,17163.2,
2007-03-19,16713.99,17026.46,16713.99,17009.55,130800,17009.55,
2007-03-16,16779.48,16939.43,16643.76,16744.15,173200,16744.15,
2007-03-15,16803.99,16942.31,16760.68,16860.39,165000,16860.39,
2007-03-14,16936.19,16936.19,16628.85,16676.89,163600,16676.89,
2007-03-13,17268.71,17299.48,17153.2,17178.84,135200,17178.84,
2007-03-12,17312.14,17325.45,17206.94,17292.39,130000,17292.39,
2007-03-09,17224.67,17246.21,17100.74,17164.04,231600,17164.04,
2007-03-08,16729.79,17090.31,16685.95,17090.31,179200,17090.31,
2007-03-07,16982.3,16988.01,16731.77,16764.62,217400,16764.62,
2007-03-06,16654.85,16882.92,16649.1,16844.5,210000,16844.5,
2007-03-05,16992.44,16992.44,16532.91,16642.25,211000,16642.25,
2007-03-02,17351.4,17356.45,17160.43,17217.93,198000,17217.93,
2007-03-01,17542.23,17557.42,17261.6,17453.51,222400,17453.51,
2007-02-28,17843.61,17843.61,17382.79,17604.12,250200,17604.12,
2007-02-27,18239.3,18272.68,18073.22,18119.92,198000,18119.92,
2007-02-26,18219.75,18300.39,18145.42,18215.35,194800,18215.35,
2007-02-23,18113.56,18239.13,18046.42,18188.42,193400,18188.42,
2007-02-22,18033.23,18132.84,18024.48,18108.79,183200,18108.79,
2007-02-21,17896.6,17968.26,17850.09,17913.21,211200,17913.21,
2007-02-20,17919.33,17953.03,17828.95,17939.12,152200,17939.12,
2007-02-19,17835.13,17974,17810.05,17940.09,137000,17940.09,
2007-02-16,17828.78,17884.89,17793.35,17875.65,137600,17875.65,
2007-02-15,17891.24,17911.58,17815.17,17897.23,151400,17897.23,
2007-02-14,17662.29,17789.92,17648.81,17752.64,164800,17752.64,
2007-02-13,17481.77,17628.03,17440.43,17621.45,170000,17621.45,
2007-02-09,17339.56,17545.71,17274.89,17504.33,159600,17504.33,
2007-02-08,17368.35,17400.35,17212.78,17292.48,141800,17292.48,
2007-02-07,17367.91,17374.82,17199.66,17292.32,172200,17292.32,
2007-02-06,17384.5,17433.27,17345.1,17406.86,157000,17406.86,
2007-02-05,17531.41,17531.41,17294.98,17344.8,152400,17344.8,
2007-02-02,17569.16,17633.61,17532.64,17547.11,162000,17547.11,
2007-02-01,17377.03,17543.96,17361.01,17519.5,167800,17519.5,
2007-01-31,17493.83,17497.86,17275.84,17383.42,146000,17383.42,
2007-01-30,17510,17558.53,17452.63,17490.19,155000,17490.19,
2007-01-29,17393.19,17489.59,17319.37,17470.46,149200,17470.46,
2007-01-26,17368.05,17421.93,17300.84,17421.93,134400,17421.93,
2007-01-25,17604.6,17617.64,17427.54,17458.3,159000,17458.3,
2007-01-24,17505.31,17553.03,17498.36,17507.4,192200,17507.4,
2007-01-23,17350.31,17442,17321.29,17408.57,161200,17408.57,
2007-01-22,17429.9,17484.59,17401.32,17424.18,125600,17424.18,
2007-01-19,17340.38,17378.21,17242.77,17310.44,121400,17310.44,
2007-01-18,17248.14,17408.62,17220.42,17370.93,148800,17370.93,
2007-01-17,17153.25,17335.03,17002.67,17261.35,147000,17261.35,
2007-01-16,17190.9,17287.96,17175.85,17202.46,128400,17202.46,
2007-01-15,17160.25,17273.58,17144.44,17209.92,124400,17209.92,
2007-01-12,16979.73,17160.77,16941.39,17057.01,139400,17057.01,
2007-01-11,16958.57,17057.45,16758.46,16838.17,122000,16838.17,
2007-01-10,17192.42,17199.42,16847.57,16942.4,133400,16942.4,
2007-01-09,17018.89,17261.03,16983.97,17237.77,142400,17237.77,
2007-01-05,17315.54,17327.13,17011.1,17091.59,158600,17091.59,
2007-01-04,17322.5,17379.46,17315.76,17353.67,80200,17353.67,
2006-12-29,17228.49,17281.19,17225.83,17225.83,75400,17225.83,
2006-12-28,17290.11,17301.69,17163.75,17224.81,130600,17224.81,
2006-12-27,17207.12,17260.57,17207.12,17248.63,69200,17248.63,
2006-12-26,17070.32,17185.71,17056.59,17169.19,114000,17169.19,
2006-12-25,17104.8,17122.48,17056.69,17092.89,87000,17092.89,
2006-12-22,17011.42,17104.96,16992.77,17104.96,117000,17104.96,
2006-12-21,17040.93,17109.17,17010.04,17047.83,147200,17047.83,
2006-12-20,16829.58,17050.73,16829.58,17011.04,133200,17011.04,
2006-12-19,16883.86,16954.83,16754.21,16776.88,113000,16776.88,
2006-12-18,16962.65,16993.88,16930.55,16962.11,107400,16962.11,
2006-12-15,16927.94,16959.91,16858.35,16914.31,106200,16914.31,
2006-12-14,16714.34,16829.2,16714.34,16829.2,94600,16829.2,
2006-12-13,16609.25,16692.93,16589.73,16692.93,105400,16692.93,
2006-12-12,16621.69,16682.65,16583.78,16637.78,121200,16637.78,
2006-12-11,16487.3,16608.97,16470.4,16527.99,115000,16527.99,
2006-12-08,16429.8,16493,16387.8,16417.82,175600,16417.82,
2006-12-07,16461.91,16550.73,16416.3,16473.36,102200,16473.36,
2006-12-06,16309.8,16401.31,16254.45,16371.28,109800,16371.28,
2006-12-05,16370.56,16400.14,16239.28,16265.76,121400,16265.76,
2006-12-04,16263.98,16362.04,16185.92,16303.59,108600,16303.59,
2006-12-01,16313.02,16376.3,16242.01,16321.78,111800,16321.78,
2006-11-30,16183.3,16274.33,16152.85,16274.33,119200,16274.33,
2006-11-29,15948.69,16126.35,15945.07,16076.2,115200,16076.2,
2006-11-28,15711.72,15855.26,15653.69,15855.26,114000,15855.26,
2006-11-27,15615.56,15912.11,15615.56,15885.38,94800,15885.38,
2006-11-24,15784.26,15789.89,15639.19,15734.6,90600,15734.6,
2006-11-22,15680.53,15914.23,15675.48,15914.23,104200,15914.23,
2006-11-21,15766.43,15817.73,15696.22,15734.14,100200,15734.14,
2006-11-20,16004.34,16036.18,15725.94,15725.94,116200,15725.94,
2006-11-17,16182.31,16238.26,16067.27,16091.73,107000,16091.73,
2006-11-16,16292.48,16367.1,16143.7,16163.87,94400,16163.87,
2006-11-15,16348.74,16373.48,16243.47,16243.47,103200,16243.47,
2006-11-14,16178.81,16318.05,16176.02,16289.55,112800,16289.55,
2006-11-13,16016.42,16067.46,15913.86,16022.49,107600,16022.49,
2006-11-10,16133.91,16280.66,16104.74,16112.43,130000,16112.43,
2006-11-09,16218.86,16286.26,16094.49,16198.57,109400,16198.57,
2006-11-08,16404.05,16423.83,16199.43,16215.74,121600,16215.74,
2006-11-07,16509.79,16512.51,16378.72,16393.41,95800,16393.41,
2006-11-06,16278.78,16398.51,16204.13,16364.76,104200,16364.76,
2006-11-02,16281.95,16350.02,16209.14,16350.02,99000,16350.02,
2006-11-01,16338.72,16444.51,16246.24,16375.26,103800,16375.26,
2006-10-31,16389.45,16477.06,16314.29,16399.39,104400,16399.39,
2006-10-30,16544.5,16549.71,16329.89,16351.85,119000,16351.85,
2006-10-27,16879.33,16879.33,16643.91,16669.07,111800,16669.07,
2006-10-26,16794.41,16863.24,16772.31,16811.6,114400,16811.6,
2006-10-25,16837.8,16849.05,16697.01,16699.3,114600,16699.3,
2006-10-24,16853.73,16901.53,16759.98,16780.47,111400,16780.47,
2006-10-23,16641.32,16797.71,16598.53,16788.82,92400,16788.82,
2006-10-20,16556.09,16663.61,16552.36,16651.63,86400,16651.63,
2006-10-19,16673.26,16688.96,16506.22,16551.36,86400,16551.36,
2006-10-18,16519.91,16666.2,16466.74,16653,93600,16653,
2006-10-17,16704.86,16704.86,16561.26,16611.59,93600,16611.59,
2006-10-16,16663.22,16732.44,16648.43,16692.76,90200,16692.76,
2006-10-13,16494.49,16586.33,16493.64,16536.54,121600,16536.54,
2006-10-12,16386.37,16495.54,16343.49,16368.81,106400,16368.81,
2006-10-11,16497.27,16595.91,16399.74,16400.57,115400,16400.57,
2006-10-10,16325.48,16620.15,16325.48,16477.25,104400,16477.25,
2006-10-06,16444.71,16457.92,16360.64,16436.06,96800,16436.06,
2006-10-05,16291.79,16481.31,16286.64,16449.33,125800,16449.33,
2006-10-04,16288.92,16363.12,16028.32,16082.55,125000,16082.55,
2006-10-03,16198.55,16260.47,16148.89,16242.09,91000,16242.09,
2006-10-02,16169,16329.24,16157.98,16254.29,102600,16254.29,
2006-09-29,16097.08,16127.58,16007.37,16127.58,83400,16127.58,
2006-09-28,15970.39,16032.98,15911.22,16024.85,87000,16024.85,
2006-09-27,15692.98,15947.87,15681.44,15947.87,97600,15947.87,
2006-09-26,15594.48,15666.95,15517.9,15557.45,76400,15557.45,
2006-09-25,15550.56,15691.06,15513.87,15633.81,98200,15633.81,
2006-09-22,15706.85,15735.26,15580.19,15634.67,93000,15634.67,
2006-09-21,15820.11,15859.21,15674.84,15834.23,93400,15834.23,
2006-09-20,15757.97,15763.67,15622.28,15718.67,103000,15718.67,
2006-09-19,15948.47,16096.18,15867.05,15874.28,96600,15874.28,
2006-09-15,15872.29,15907.03,15763.9,15866.93,85400,15866.93,
2006-09-14,15831.72,15994.79,15801.88,15942.39,102000,15942.39,
2006-09-13,15889.5,15965.31,15730.67,15750.05,108600,15750.05,
2006-09-12,15843.8,15882.38,15675.37,15719.34,117000,15719.34,
2006-09-11,16053.13,16053.13,15772.07,15794.38,97800,15794.38,
2006-09-08,15907.97,16156.18,15831.75,16080.46,163000,16080.46,
2006-09-07,16141.94,16141.94,15944.03,16012.41,115600,16012.41,
2006-09-06,16350.27,16400.71,16245.16,16284.09,126000,16284.09,
2006-09-05,16357.29,16403.9,16280.68,16385.96,109400,16385.96,
2006-09-04,16280.18,16414.94,16280.18,16358.07,109000,16358.07,
2006-09-01,16072.81,16158.48,16029.56,16134.25,100200,16134.25,
2006-08-31,15884.61,16207.41,15882.26,16140.76,112200,16140.76,
2006-08-30,15929.9,15962.93,15769.16,15872.02,95600,15872.02,
2006-08-29,15881.92,15946.42,15811.73,15890.56,77400,15890.56,
2006-08-28,15953.08,16005.09,15745.01,15762.59,88000,15762.59,
2006-08-25,15955.76,16156.78,15874.63,15938.66,87000,15938.66,
2006-08-24,16088.54,16089.13,15910.62,15960.62,86800,15960.62,
2006-08-23,16161.82,16226.59,16118.12,16163.03,92600,16163.03,
2006-08-22,15994.99,16244.84,15994.99,16181.17,100400,16181.17,
2006-08-21,16104.5,16145.5,15936.61,15969.04,92000,15969.04,
2006-08-18,16052.58,16169.84,16022.12,16105.98,122400,16105.98,
2006-08-17,16142.56,16204.6,16008.44,16020.84,154600,16020.84,
2006-08-16,15970.6,16085.07,15962.98,16071.36,113400,16071.36,
2006-08-15,15831.69,15913.34,15807.72,15816.19,98400,15816.19,
2006-08-14,15550.96,15857.11,15549.67,15857.11,82800,15857.11,
2006-08-11,15622.24,15681.4,15555.6,15565.02,113600,15565.02,
2006-08-10,15585.09,15690.86,15536.15,15630.91,105800,15630.91,
2006-08-09,15417.02,15659.41,15240.3,15656.59,111400,15656.59,
2006-08-08,15234.39,15476.94,15189.1,15464.66,89200,15464.66,
2006-08-07,15494.47,15516.24,15154.06,15154.06,90000,15154.06,
2006-08-04,15502.56,15555.9,15435.33,15499.18,89200,15499.18,
2006-08-03,15527.27,15580.91,15441.67,15470.37,87000,15470.37,
2006-08-02,15341.53,15466.07,15287.81,15464.29,95600,15464.29,
2006-08-01,15387.52,15522.03,15365.71,15440.91,93000,15440.91,
2006-07-31,15462.39,15536.32,15433.2,15456.81,109400,15456.81,
2006-07-28,15217.44,15351.79,15150.53,15342.87,113000,15342.87,
2006-07-27,14883.5,15220.33,14839.49,15179.78,109600,15179.78,
2006-07-26,15065.57,15108.14,14882.67,14884.07,94600,14884.07,
2006-07-25,14970.6,15078.36,14948.36,15005.24,99400,15005.24,
2006-07-24,14700.58,14851.91,14560.67,14794.5,98400,14794.5,
2006-07-21,14825.16,14867.81,14784.24,14821.26,91200,14821.26,
2006-07-20,14713.56,14962.13,14705.43,14946.84,107000,14946.84,
2006-07-19,14503.83,14625.64,14456.43,14500.26,116200,14500.26,
2006-07-18,14714.18,14747.2,14437.24,14437.24,128000,14437.24,
2006-07-14,14914.01,14997.45,14815.9,14845.24,114200,14845.24,
2006-07-13,15127.74,15370.35,15053.61,15097.95,111800,15097.95,
2006-07-12,15405.42,15463.72,15169.15,15249.32,111400,15249.32,
2006-07-11,15485.26,15498.2,15333.59,15473.82,102000,15473.82,
2006-07-10,15149.91,15555.43,15079.74,15552.81,111200,15552.81,
2006-07-07,15428.32,15437.04,15276.15,15307.61,90400,15307.61,
2006-07-06,15455.18,15460.83,15278.18,15321.4,94600,15321.4,
2006-07-05,15504.17,15584.62,15479.93,15523.94,89600,15523.94,
2006-07-04,15677.04,15710.39,15617.81,15638.5,91000,15638.5,
2006-07-03,15573.35,15617.22,15513.29,15571.62,102600,15571.62,
2006-06-30,15333.1,15521.22,15333.1,15505.18,108800,15505.18,
2006-06-29,14981.7,15137.58,14975.78,15121.15,87600,15121.15,
2006-06-28,14998.01,14998.01,14824.8,14886.11,96400,14886.11,
2006-06-27,15165.63,15207.38,15095.11,15171.81,94000,15171.81,
2006-06-26,15080.23,15216.78,14987.77,15152.4,93200,15152.4,
2006-06-23,15001.77,15126.52,14865.57,15124.04,98200,15124.04,
2006-06-22,14812.17,15138.47,14812.17,15135.69,109000,15135.69,
2006-06-21,14712.86,14713.43,14482.96,14644.26,95000,14644.26,
2006-06-20,14811.11,14845.71,14621.87,14648.41,91800,14648.41,
2006-06-19,14815.86,14918.6,14772.14,14860.35,86400,14860.35,
2006-06-16,14679.35,14976.67,14679.35,14879.34,130200,14879.34,
2006-06-15,14453.33,14593.85,14417.7,14470.76,112600,14470.76,
2006-06-14,14084.52,14458.82,14045.53,14309.56,146000,14309.56,
2006-06-13,14650.59,14658.23,14218.6,14218.6,118600,14218.6,
2006-06-12,14685.46,14845.04,14580.87,14833.01,116000,14833.01,
2006-06-09,14530.5,14825.48,14389.31,14750.84,219200,14750.84,
2006-06-08,14990.04,14990.04,14496.96,14633.03,171400,14633.03,
2006-06-07,15285.05,15433.29,15095.15,15096.01,122200,15096.01,
2006-06-06,15500.92,15507.78,15340.93,15384.86,96200,15384.86,
2006-06-05,15719.31,15784.95,15622.75,15668.31,89600,15668.31,
2006-06-02,15600.28,15789.31,15266.97,15789.31,141200,15789.31,
2006-06-01,15603.25,15655,15417.51,15503.74,102600,15503.74,
2006-05-31,15660.87,15660.87,15442.53,15467.33,114400,15467.33,
2006-05-30,15920.79,15937.91,15814.83,15859.45,86400,15859.45,
2006-05-29,16111.54,16111.54,15885.07,15915.68,96800,15915.68,
2006-05-26,15827.87,15970.76,15819.32,15970.76,102000,15970.76,
2006-05-25,15809.33,15849.23,15644.62,15693.75,104600,15693.75,
2006-05-24,15676.64,15907.2,15508.51,15907.2,136200,15907.2,
2006-05-23,15722.05,15776.2,15582.86,15599.2,137200,15599.2,
2006-05-22,16254.56,16268.51,15837.26,15857.87,126400,15857.87,
2006-05-19,16041.18,16166.34,15925.69,16155.45,125000,16155.45,
2006-05-18,16089.25,16139.14,15914.39,16087.18,131800,16087.18,
2006-05-17,16259.02,16319.3,16033.66,16307.67,147800,16307.67,
2006-05-16,16508.89,16596.48,16116.73,16158.42,134600,16158.42,
2006-05-15,16395.88,16486.91,16317.2,16486.91,118800,16486.91,
2006-05-12,16655.98,16655.98,16422.49,16601.78,131600,16601.78,
2006-05-11,16887.37,17087,16840.85,16862.14,110200,16862.14,
2006-05-10,17161.47,17253.11,16883.39,16951.93,127600,16951.93,
2006-05-09,17253.81,17294.5,17178.95,17190.91,116600,17190.91,
2006-05-08,17334.19,17375.25,17248.59,17291.67,121000,17291.67,
2006-05-02,16920.13,17188.54,16900.33,17153.77,89200,17153.77,
2006-05-01,16929.83,16965.33,16868.69,16925.71,79600,16925.71,
2006-04-28,17039.37,17043.67,16750.5,16906.23,112400,16906.23,
2006-04-27,17118.92,17176.06,17094.72,17114.54,103600,17114.54,
2006-04-26,16993.23,17107.93,16944.54,17055.93,105200,17055.93,
2006-04-25,16929.36,17000.2,16787.44,16970.29,103400,16970.29,
2006-04-24,17245.62,17245.62,16892.15,16914.4,110600,16914.4,
2006-04-21,17332.35,17479.73,17258.49,17403.96,109000,17403.96,
2006-04-20,17391.94,17412.59,17283.97,17317.53,96200,17317.53,
2006-04-19,17405.92,17459.24,17350.12,17350.12,104600,17350.12,
