Date,Open,High,Low,Close,Volume,Adj Close
2011-09-21,540.83,542.99,526.05,526.34,4728550000,526.34
2011-09-20,541.60,548.15,540.50,540.81,4315610000,540.81
2011-09-19,546.43,546.43,534.29,541.44,4254190000,541.44
2011-09-16,543.10,547.80,541.19,546.43,5248890000,546.43
2011-09-15,534.14,543.13,534.14,543.13,4479730000,543.13
2011-09-14,527.20,539.92,522.88,533.76,4986740000,533.76
2011-09-13,523.36,528.81,521.04,527.02,4681370000,527.02
2011-09-12,519.37,523.26,511.64,523.20,5168550000,523.20
2011-09-09,533.02,533.02,517.15,519.54,4586370000,519.54
2011-09-08,538.37,541.41,532.42,533.35,4465170000,533.35
2011-09-07,524.90,538.67,524.90,538.67,4441040000,538.67
2011-09-06,528.88,528.88,514.11,524.83,5103980000,524.83
2011-09-02,541.98,541.98,527.28,528.88,4401740000,528.88
2011-09-01,548.12,552.63,541.78,541.98,4780410000,541.98
2011-08-31,546.02,553.16,543.81,548.01,5267840000,548.01
2011-08-30,545.02,549.00,538.77,545.77,4572570000,545.77
2011-08-29,531.51,545.22,531.51,545.11,4228070000,545.11
2011-08-26,524.63,533.74,514.74,531.51,5035320000,531.51
2011-08-25,531.38,538.50,522.89,524.82,5748420000,524.82
2011-08-24,525.48,532.56,522.93,532.04,5315310000,532.04
2011-08-23,508.67,525.48,508.67,525.48,5013170000,525.48
2011-08-22,509.97,518.74,507.47,508.67,5436260000,508.67
2011-08-19,516.92,522.53,508.32,509.01,5167560000,509.01
2011-08-18,537.02,537.02,512.53,517.11,3234810000,517.11
2011-08-17,538.03,545.12,534.98,539.25,4388340000,539.25
2011-08-16,542.84,542.84,532.54,538.03,5071600000,538.03
2011-08-15,531.37,542.82,531.37,542.82,4272850000,542.82
2011-08-12,528.67,536.16,528.17,531.37,5640380000,531.37
2011-08-11,506.81,534.73,506.81,528.67,3685050000,528.67
2011-08-10,530.25,530.25,505.23,506.61,5018070000,506.61
2011-08-09,508.76,531.27,499.30,531.10,2366660000,531.10
2011-08-08,542.48,542.48,508.63,508.63,2615150000,508.63
2011-08-05,541.90,549.74,528.14,542.48,5454590000,542.48
2011-08-04,566.90,566.90,541.52,541.84,4266530000,541.84
2011-08-03,565.08,568.01,557.17,567.57,6446940000,567.57
2011-08-02,578.65,578.65,565.02,565.03,1674180000,565.03
